time_s,altitude_km,range_km,crossrange_km,heatRate_W_m2,altitude_km
812.0274843,40.98830509,568.1007163,60.06241071,2541223.414,40.98830509
812.5228201,40.97128279,569.2966368,60.01530444,2540541.05,40.97128279
814.1876873,40.92030703,573.3138792,59.86515208,2529991.82,40.92030703
817.6683127,40.80784244,581.6960956,59.55573231,2530630.398,40.80784244
822.0189027,40.60042376,592.1567583,59.18137532,2544652.354,40.60042376
826.0733352,40.34854941,601.885868,58.84202616,2563349.885,40.34854941
828.7463722,40.17842332,608.2838019,58.6170511,2563264.476,40.17842332
829.4190069,40.14058496,609.889789,58.56020589,2559781.623,40.14058496
831.7804157,40.02224947,615.5164896,58.36336907,2553037.371,40.02224947
836.4547408,39.7694636,626.6272682,57.98849505,2571876.939,39.7694636
841.6376025,39.39940378,638.9204153,57.59170312,2603108.37,39.39940378
845.3503506,39.1146605,647.6982123,57.31372474,2620418.341,39.1146605
846.3151938,39.04262093,649.974949,57.24135393,2619173.977,39.04262093
847.980061,38.93536991,653.8937171,57.11801063,2613178.345,38.93536991
851.4606863,38.73039263,662.0649296,56.87040087,2619455.757,38.73039263
855.8112764,38.46877737,672.2487386,56.5796524,2629608.826,38.46877737
859.8657089,38.22046604,681.7078198,56.32464932,2639647.554,38.22046604
862.5387458,38.06613887,687.9251296,56.16431344,2634549.068,38.06613887
863.2113806,38.03321377,689.4856642,56.12505856,2629992.338,38.03321377
865.5727894,37.93709828,694.9517254,55.99390129,2614358.264,37.93709828
870.2471145,37.76546288,705.7354963,55.76901624,2608242.025,37.76546288
875.4299762,37.55375005,717.6495473,55.56813355,2600635.111,37.55375005
879.1427243,37.41484358,726.147374,55.45099674,2588797.938,37.41484358
880.1075674,37.38144086,728.3509975,55.42476835,2580947.322,37.38144086
886.1065759,37.2339373,741.9905358,55.31065184,2545861.286,37.2339373
894.3839832,36.9884974,760.6941182,55.26508695,2534131.578,36.9884974
897.0037543,36.8604442,766.5958301,55.26814434,2531165.508,36.8604442
903.0027627,36.65324621,780.0334273,55.31766218,2504953.01,36.65324621
911.28017,36.34960932,798.4488913,55.45912747,2498032.975,36.34960932
913.8999411,36.21239331,804.2560717,55.51392,2495157.829,36.21239331
919.8989496,35.99199917,817.4741042,55.66757042,2468636.124,35.99199917
928.1763568,35.70208039,835.5757555,55.92984932,2453676.664,35.70208039
930.7961279,35.57973213,841.2800612,56.01828656,2447040.17,35.57973213
936.7951364,35.39896999,854.2593328,56.2423102,2411855.987,35.39896999
945.0725437,35.19026176,872.021266,56.59316567,2379390.445,35.19026176
947.6923148,35.10184195,877.6150547,56.70846971,2366773.564,35.10184195
950.1427899,35.05923967,882.8221965,56.82077759,2339218.38,35.05923967
955.6726527,35.00535172,894.5117412,57.11156342,2299368.332,35.00535172
963.7218613,34.93630988,911.397721,57.63210119,2241399.987,34.93630988
973.501765,34.7898961,931.7202588,58.37915742,2193205.946,34.7898961
984.0549092,34.45847784,953.4317593,59.24812913,2165226.991,34.45847784
994.3482569,33.9659756,974.3841654,60.0693747,2162760.99,33.9659756
1003.374262,33.41724527,992.5701241,60.70043542,2167774.72,33.41724527
1010.249609,32.9960112,1006.286142,61.09160417,2167025.731,32.9960112
1014.303003,32.76740092,1014.313693,61.28280972,2155201.669,32.76740092
1015.277062,32.72372602,1016.233843,61.32526206,2149521.415,32.72372602
1017.727537,32.63569137,1021.049324,61.4333152,2128336.385,32.63569137
1023.2574,32.47926251,1031.854359,61.69484557,2101558.595,32.47926251
1031.306609,32.26773998,1047.447035,62.12527324,2058257.999,32.26773998
1041.086512,32.01093502,1066.176627,62.7043125,2013212.13,32.01093502
1051.639657,31.66595111,1086.133908,63.36051646,1971673.297,31.66595111
1061.933004,31.2965357,1105.331099,63.95584888,1933348.894,31.2965357
1070.95901,30.97873168,1121.929773,64.34339291,1892155.08,30.97873168
1077.834356,30.76875406,1134.410294,64.51361489,1856831.233,30.76875406
1081.88775,30.66260091,1141.701775,64.56382674,1828261.5,30.66260091
1082.861809,30.64706708,1143.444633,64.57181798,1819462.125,30.64706708
1085.312285,30.62625962,1147.813806,64.59248534,1791717.671,30.62625962
1090.842147,30.61953528,1157.605013,64.63492299,1745766.913,30.61953528
1098.891356,30.62847961,1171.707328,64.7076279,1677439.07,30.62847961
1108.67126,30.69353881,1188.596671,64.82359734,1590256.408,30.69353881
1119.224404,30.79046884,1206.5091,64.85456038,1505955.963,30.79046884
1129.517752,30.48160066,1223.747473,64.7722639,1492633.797,30.48160066
1138.543757,29.81841371,1238.704842,64.59607019,1501902.211,29.81841371
1145.419104,29.30629232,1249.955605,64.34908232,1503302.931,29.30629232
1149.472498,28.99516998,1256.53091,64.14921527,1500105.865,28.99516998
1150.446557,28.93122853,1258.101148,64.09051634,1497781.894,28.93122853
1156.445565,28.56145707,1267.715806,63.7094799,1482371.732,28.56145707
1164.722972,28.09540868,1280.804396,63.04781401,1465287.069,28.09540868
1167.342744,27.9343974,1284.905332,62.7960478,1460784.708,27.9343974
1173.341752,27.60245611,1294.214523,62.16794266,1441177.877,27.60245611
1181.619159,27.18631876,1306.862963,61.12834913,1413333.83,27.18631876
1184.23893,27.05232631,1310.81718,60.74647356,1402299.122,27.05232631
1190.237939,26.70893652,1319.803705,59.86007787,1396138.271,26.70893652
1198.515346,25.96144529,1332.055515,58.55336967,1414020.848,25.96144529
1201.135117,25.64954395,1335.893773,58.10174745,1413566.417,25.64954395
1204.722863,25.31882662,1341.097868,57.42107492,1411480.166,25.31882662
1211.112875,24.71733286,1350.245253,56.06887211,1413528.39,24.71733286
1216.534505,24.18695331,1357.872439,54.7524916,1410094.474,24.18695331
1218.031304,24.05188762,1359.955283,54.36529122,1409545.695,24.05188762
1219.696171,23.90408925,1362.261963,53.92708371,1402968.145,23.90408925
1223.176797,23.59487436,1367.052174,52.98747852,1403413.323,23.59487436
1227.527387,23.184288,1372.97726,51.75906806,1399923.854,23.184288
1231.581819,22.80115091,1378.426282,50.54558369,1396667.348,22.80115091
1234.254856,22.54485468,1381.979736,49.70695343,1391528.3,22.54485468
1234.927491,22.48462673,1382.868623,49.49197055,1389857.122,22.48462673
1236.16183,22.37986102,1384.494553,49.09468585,1381469.556,22.37986102
1238.826559,22.15881611,1387.984439,48.22575579,1377879.651,22.15881611
1242.384259,21.84748128,1392.604322,47.04378572,1370847.637,21.84748128
1246.129921,21.51102823,1397.413228,45.76376314,1364442.115,21.51102823
1249.321714,21.22069661,1401.460487,44.6303295,1354257.092,21.22069661
1251.328342,21.0501152,1403.978679,43.89747112,1346754.885,21.0501152
1251.823678,21.00805121,1404.597742,43.71476317,1343700.585,21.00805121
1252.7743,20.93687577,1405.781323,43.3623736,1333660.819,20.93687577
1254.869058,20.78669119,1408.375853,42.58006823,1326506.166,20.78669119
1257.781691,20.56915507,1411.956555,41.48293956,1315090.216,20.56915507
1261.068488,20.29936421,1415.963458,40.24070572,1309131.7,20.29936421
1264.22903,20.0143288,1419.780371,39.03434337,1299103.684,20.0143288
1266.782226,19.7919879,1422.827138,38.03448253,1288798.873,19.7919879
1268.340049,19.66051707,1424.669718,37.41211937,1279332.065,19.66051707
1268.719865,19.63151976,1425.116869,37.25946128,1276144.142,19.63151976
1269.474008,19.57887003,1426.001831,36.9549298,1265381.098,19.57887003
1271.159104,19.46908361,1427.969192,36.27042696,1256559.668,19.46908361
1273.566109,19.31420473,1430.758284,35.28457637,1241536.377,19.31420473
1276.404475,19.11369003,1434.020884,34.12070402,1232881.743,19.11369003
1279.331816,18.86135789,1437.359962,32.9225783,1223050.235,18.86135789
1281.995055,18.63420784,1440.359144,31.80910089,1208906.522,18.63420784
1284.073031,18.46844874,1442.669298,30.91629099,1195434.136,18.46844874
1285.315639,18.37828299,1444.038187,30.37512602,1184450.038,18.37828299
1285.616051,18.35837795,1444.367543,30.24296398,1180444.275,18.35837795
1286.22867,18.32349849,1445.036757,29.9732417,1168724.806,18.32349849
1287.611136,18.25464252,1446.538394,29.36081158,1157213.181,18.25464252
1289.623438,18.16439323,1448.705294,28.46038224,1138319.383,18.16439323
1292.068414,18.05077369,1451.314477,27.36186538,1123884.456,18.05077369
1294.7067,17.88075969,1454.109984,26.1816212,1113338.574,17.88075969
1297.280037,17.63039396,1456.817658,25.04012402,1114346.828,17.63039396
1299.536538,17.34840299,1459.172717,24.03918284,1111570.639,17.34840299
1301.255375,17.14185885,1460.943962,23.25973789,1103254.255,17.14185885
1302.268723,17.02967654,1461.978287,22.79138724,1095766.262,17.02967654
1302.512238,17.00456451,1462.225865,22.67863763,1092358.567,17.00456451
1303.409175,16.91969085,1463.133765,22.26092244,1083151.283,16.91969085
1305.006678,16.76059014,1464.744522,21.5195172,1083954.486,16.76059014
1306.362085,16.60735243,1466.106442,20.89375093,1079071.93,16.60735243
1306.736285,16.56720935,1466.4805,20.72037385,1076889.949,16.56720935
1307.633221,16.475899,1467.374268,20.30414168,1068285.629,16.475899
1309.230724,16.29601537,1468.958799,19.56478319,1071500.303,16.29601537
1310.586132,16.11041526,1470.29693,18.93997293,1070611.917,16.11041526
1310.960332,16.0591675,1470.66443,18.76700504,1070684.051,16.0591675
1311.857268,15.93926771,1471.543665,18.35292757,1064585.383,15.93926771
1313.454771,15.69760151,1473.099646,17.61584652,1072364.283,15.69760151
1314.810179,15.44552976,1474.40912,16.9906759,1076816.703,15.44552976
1315.184378,15.37412674,1474.768326,16.81739492,1079648.512,15.37412674
1315.600595,15.29528535,1475.168222,16.6255456,1076860.961,15.29528535
1316.470751,15.13174293,1476.00038,16.22229565,1079233.971,15.13174293
1317.558399,14.90858512,1477.037583,15.72161387,1090834.237,14.90858512
1318.572007,14.69398629,1477.993194,15.24884241,1068311.928,14.69398629
1319.240266,14.56670675,1478.603282,14.9175562,1030407.024,14.56670675
1319.408425,14.53758487,1478.753594,14.83132943,1029418.013,14.53758487
1319.71701,14.48669633,1479.030402,14.67428953,1023037.389,14.48669633
1320.383192,14.37955128,1479.626438,14.33493784,1024466.66,14.37955128
1321.272617,14.22770066,1480.419719,13.88312589,1026419.457,14.22770066
1322.209033,14.05061875,1481.250284,13.40933648,1031332.391,14.05061875
1323.006981,13.88418024,1481.954244,13.00691835,1036045.574,13.88418024
1323.508638,13.77629272,1482.395412,12.75474015,1036748.419,13.77629272
1323.632472,13.7500107,1482.504151,12.69234647,1034550.707,13.7500107
1324.048689,13.66528549,1482.868814,12.48258828,1029342.943,13.66528549
1324.918845,13.47832205,1483.62781,12.04530777,1037535.524,13.47832205
1326.006492,13.20748802,1484.5655,11.50057165,1040413.269,13.20748802
1327.0201,12.91660343,1485.42407,10.99462936,1050873.901,12.91660343
1327.68836,12.70379547,1485.98338,10.66281967,1057731.758,12.70379547
1327.856518,12.64994224,1486.123516,10.57939999,1060687.453,12.64994224
1328.094174,12.57448768,1486.32168,10.46156246,1057808.378,12.57448768
1328.617864,12.40692111,1486.757486,10.20230274,1067513.152,12.40692111
1329.346022,12.15956755,1487.358328,9.843765485,1074681.306,12.15956755
1330.167721,11.85514809,1488.025469,9.442502061,1086653.518,11.85514809
1330.957856,11.53413126,1488.654471,9.060553479,1096755.93,11.53413126
1331.596155,11.25565355,1489.152966,8.755331133,1110199.644,11.25565355
1331.985611,11.0782541,1489.453841,8.570523854,1118051.81,11.0782541
1332.080565,11.03505219,1489.527039,8.525505363,1120121.542,11.03505219
1332.139979,11.00819108,1489.572882,8.497298457,1116766.911,11.00819108
1332.270901,10.94973731,1489.674025,8.43507049,1116795.954,10.94973731
1332.452941,10.86982889,1489.814448,8.348024185,1104341.766,10.86982889
1332.658366,10.78361171,1489.970793,8.247186549,1074175.548,10.78361171
1332.8559,10.70432033,1490.119392,8.147988826,1067501.215,10.70432033
1333.015474,10.64110692,1490.239411,8.067658232,1067625.384,10.64110692
1333.112838,10.60314694,1490.312629,8.018532921,1064528.973,10.60314694
1333.136577,10.59398498,1490.330509,8.006564293,1063043.385,10.59398498
1333.511515,10.45047443,1490.61212,7.817441364,1059918.875,10.45047443
1334.028853,10.24556872,1490.997006,7.558454127,1069841.145,10.24556872
1334.192588,10.17645748,1491.117423,7.477394478,1071844.79,10.17645748
1334.567527,10.0206637,1491.392831,7.291726036,1069348.896,10.0206637
1335.084864,9.798110616,1491.768588,7.037959137,1079465.052,9.798110616
1335.2486,9.723153882,1491.885818,6.958745956,1081701.289,9.723153882
1335.308014,9.696401064,1491.928413,6.929948634,1078347.828,9.696401064
1335.438936,9.638240705,1492.022435,6.866390018,1078170.586,9.638240705
1335.620976,9.557627422,1492.153103,6.77802742,1081662.453,9.557627422
1335.826401,9.467027094,1492.300418,6.678118368,1077309.088,9.467027094
1336.023935,9.383554353,1492.439376,6.579383911,1019137.353,9.383554353
1336.183509,9.320126141,1492.546261,6.496135165,955913.4437,9.320126141
1336.280873,9.28307418,1492.609615,6.444193153,942831.713,9.28307418
1336.304612,9.274239866,1492.625076,6.431474036,941106.0966,9.274239866
1336.542268,9.186534102,1492.779501,6.304362144,936334.1361,9.186534102
1337.065957,8.98433775,1493.116089,6.027320541,942826.8887,8.98433775
1337.794115,8.675901672,1493.572702,5.651400243,942066.6788,8.675901672
1338.615814,8.291041196,1494.069142,5.242467929,947424.1917,8.291041196
1339.40595,7.880395016,1494.524718,4.866909099,950678.8152,7.880395016
1340.044249,7.523657799,1494.87613,4.576939822,958644.6571,7.523657799
1340.433705,7.293548717,1495.082802,4.406273809,965018.1756,7.293548717
1340.528659,7.237016713,1495.13264,4.365111976,968353.0726,7.237016713
1340.565556,7.214964188,1495.151976,4.349155319,961978.771,7.214964188
1340.638592,7.172077529,1495.189928,4.317062051,935073.1436,7.172077529
1340.719574,7.125830835,1495.231275,4.280815355,899978.6522,7.125830835
1340.777586,7.093538464,1495.261024,4.255034418,884364.8996,7.093538464
1340.792661,7.085262354,1495.268867,4.248409529,882476.5518,7.085262354
1340.84872,7.05461074,1495.297914,4.223608723,881123.0588,7.05461074
1340.948564,7.000462216,1495.34985,4.17940806,877487.4627,7.000462216
1341.033277,6.955350682,1495.394375,4.142144939,860990.1534,6.955350682
1341.056664,6.943162277,1495.406797,4.131942465,855016.8324,6.943162277
1341.150399,6.894632392,1495.456676,4.091104197,852928.703,6.894632392
1341.279733,6.827988089,1495.525565,4.034709142,856150.5312,6.827988089
1341.320667,6.806852789,1495.547363,4.01686792,854762.1282,6.806852789
1341.376726,6.778248505,1495.577318,3.992368619,853119.8592,6.778248505
1341.47657,6.72776883,1495.630721,3.948550302,849207.6246,6.72776883
1341.561283,6.68576703,1495.675813,3.910888541,832563.7878,6.68576703
1341.58467,6.674432018,1495.688177,3.900351935,826170.35,6.674432018
1341.661816,6.637314571,1495.728932,3.865519811,824608.8872,6.637314571
1341.828362,6.557025824,1495.816736,3.790416821,828833.7605,6.557025824
1342.050718,6.447973791,1495.933132,3.691013743,831674.4425,6.447973791
1342.284822,6.330976601,1496.054229,3.587463424,834249.5371,6.330976601
1342.484309,6.229066346,1496.156438,3.500324918,840489.458,6.229066346
1342.609723,6.164671388,1496.220084,3.445691605,825070.6664,6.164671388
1342.640682,6.148980422,1496.235526,3.432014682,809288.7694,6.148980422
1342.700096,6.11935418,1496.264955,3.405525615,807562.0811,6.11935418
1342.831018,6.054173681,1496.329811,3.347135005,810878.8965,6.054173681
1343.013058,5.962652966,1496.419515,3.266438359,812941.7886,5.962652966
1343.218483,5.857642521,1496.519729,3.176254495,817118.3432,5.857642521
1343.416016,5.754933028,1496.615102,3.090546302,818616.4737,5.754933028
1343.575591,5.670751252,1496.691397,3.021907013,824477.0418,5.670751252
1343.672955,5.619174124,1496.737847,2.980296263,814612.1978,5.619174124
1343.696694,5.606772304,1496.749268,2.970261792,804913.8392,5.606772304
1343.790428,5.558334775,1496.794608,2.930827543,802133.4606,5.558334775
1343.919763,5.491463409,1496.857064,2.876517728,806835.9533,5.491463409
1343.960696,5.470084891,1496.876748,2.85939983,806931.53,5.470084891
1344.054431,5.421623327,1496.921953,2.820101952,804102.7209,5.421623327
1344.183765,5.354687657,1496.984205,2.765997492,808790.2591,5.354687657
1344.224699,5.333275043,1497.003816,2.7489517,808936.1779,5.333275043
1344.318434,5.284724293,1497.04885,2.709822807,806083.3097,5.284724293
1344.447768,5.21763797,1497.11085,2.655967277,810735.4129,5.21763797
1344.488702,5.196166267,1497.130373,2.63900686,810918.3746,5.196166267
1344.525599,5.177004091,1497.148018,2.623659924,808283.8061,5.177004091
1344.598636,5.139225534,1497.183093,2.5932861,811136.1624,5.139225534
1344.679618,5.097527547,1497.221729,2.559447241,794666.9793,5.097527547
1344.73763,5.068255235,1497.248774,2.534740059,769571.4591,5.068255235
1344.752705,5.060792807,1497.255714,2.528230443,768724.7718,5.060792807
1344.856759,5.009516538,1497.303861,2.483383302,765822.6922,5.009516538
1345.074299,4.90088981,1497.403622,2.390505993,769897.8281,4.90088981
1345.34621,4.761173003,1497.525986,2.276685139,769716.5267,4.761173003
1345.599612,4.627690963,1497.637728,2.172871636,772669.2992,4.627690963
1345.766677,4.537565704,1497.710104,2.105673003,774250.7887,4.537565704
1345.808717,4.51489571,1497.728273,2.088810033,775665.8125,4.51489571
1345.885863,4.473275174,1497.761589,2.057890825,773458.6477,4.473275174
1346.052409,4.382785248,1497.833057,1.991583053,777830.3527,4.382785248
1346.274765,4.259674309,1497.926912,1.904557309,778382.2779,4.259674309
1346.508869,4.127529454,1498.023742,1.814861098,781577.6702,4.127529454
1346.708356,4.012470944,1498.104458,1.740150867,783051.2256,4.012470944
1346.83377,3.939477075,1498.1546,1.693767522,785956.1906,3.939477075
1346.864729,3.921356023,1498.166925,1.682366379,786331.1511,3.921356023
1346.903017,3.899175953,1498.1823,1.66832622,770176.6712,3.899175953
1346.989421,3.850051943,1498.217686,1.637629349,746931.1873,3.850051943
1347.11519,3.778658882,1498.269276,1.593368022,758272.077,3.778658882
1347.268001,3.690975293,1498.331204,1.539912695,754183.8682,3.690975293
1347.432894,3.595388758,1498.397231,1.483348853,761769.9619,3.595388758
1347.593728,3.500834544,1498.460511,1.428733331,759886.215,3.500834544
1347.734759,3.417227553,1498.51539,1.381838496,765867.9666,3.417227553
1347.842186,3.352897587,1498.556646,1.346196037,765749.5517,3.352897587
1347.905521,3.315027368,1498.581003,1.325461958,767558.1384,3.315027368
1347.92074,3.305914653,1498.586835,1.320386371,765325.6025,3.305914653
1347.940027,3.294444941,1498.594276,1.31400573,764109.0436,3.294444941
1347.981663,3.269836955,1498.610377,1.300145974,757357.2067,3.269836955
1348.037252,3.237493746,1498.63161,1.281215485,734127.3355,3.237493746
1348.095778,3.204168383,1498.653369,1.260638811,712882.7965,3.204168383
1348.14565,3.176194752,1498.671683,1.242753733,708030.9224,3.176194752
1348.177004,3.158715717,1498.683221,1.231441946,707442.654,3.158715717
1348.184743,3.154406126,1498.686072,1.228651419,706670.9712,3.154406126
1348.20403,3.143704748,1498.69319,1.221673573,705980.9899,3.143704748
1348.245666,3.120724343,1498.708631,1.206611538,700726.1566,3.120724343
1348.301255,3.090423497,1498.729556,1.186652172,691996.6641,3.090423497
1348.359781,3.058826281,1498.751827,1.165703305,692432.0754,3.058826281
1348.409653,3.03194148,1498.770824,1.147816194,692151.0907,3.03194148
1348.441006,3.015102054,1498.782802,1.136569271,691942.4105,3.015102054
1348.448746,3.010951697,1498.785759,1.133781036,691272.2984,3.010951697
1348.542481,2.960842564,1498.821625,1.100059404,690534.2229,2.960842564
1348.671815,2.891379014,1498.870825,1.05381152,693368.4094,2.891379014
1348.712749,2.869149846,1498.886242,1.039320568,693882.5851,2.869149846
1348.806484,2.818475299,1498.921627,1.006068331,693221.2491,2.818475299
1348.935818,2.748230039,1498.970155,0.960473947,696053.6006,2.748230039
1348.976752,2.725756021,1498.985357,0.94619273,696587.6014,2.725756021
1349.214408,2.594846394,1499.073124,0.863759648,698007.2129,2.594846394
1349.738097,2.295202149,1499.256097,0.692163939,694655.9308,2.295202149
1350.466255,1.852392469,1499.482805,0.4801537,690538.9514,1.852392469
1351.287954,1.322247889,1499.696736,0.280723885,684681.5983,1.322247889
1352.07809,0.786740019,1499.855704,0.133164787,680291.8601,0.786740019
1352.716389,0.342317549,1499.949867,0.046150815,676300.7888,0.342317549
1353.105845,0.06718248,1499.991258,0.008041182,676933.944,0.06718248
1353.200799,0,1500,0,678097.8423,0
